,time,sum cs power,sum hpc,sum public,sum home,sum work
106,2021-09-18 02:30:00,36.4112,0.0,15.6372,20.774,0.0
107,2021-09-18 02:45:00,24.7,0.0,14.7,10.0,0.0
108,2021-09-18 03:00:00,14.7,0.0,14.7,0.0,0.0
109,2021-09-18 03:15:00,11.956,0.0,11.956,0.0,0.0
110,2021-09-18 03:30:00,11.0,0.0,11.0,0.0,0.0
111,2021-09-18 03:45:00,33.0,0.0,33.0,0.0,0.0
112,2021-09-18 04:00:00,33.0,0.0,33.0,0.0,0.0
113,2021-09-18 04:15:00,26.6496,0.0,26.6496,0.0,0.0
114,2021-09-18 04:30:00,11.0,0.0,11.0,0.0,0.0
115,2021-09-18 04:45:00,11.0,0.0,11.0,0.0,0.0
116,2021-09-18 05:00:00,21.0,0.0,10.0,0.0,11.0
117,2021-09-18 05:15:00,11.0,0.0,0.0,0.0,11.0
118,2021-09-18 05:30:00,18.5048,0.0,0.0,0.0,18.5048
119,2021-09-18 05:45:00,14.7,0.0,3.7,0.0,11.0
120,2021-09-18 06:00:00,13.4704,0.0,3.7,0.0,9.7704
121,2021-09-18 06:15:00,18.4,0.0,3.7,0.0,14.7
122,2021-09-18 06:30:00,22.1,0.0,3.7,0.0,18.4
123,2021-09-18 06:45:00,11.8884,0.0,3.7,0.0,8.1884
124,2021-09-18 07:00:00,11.1,0.0,3.7,0.0,7.4
125,2021-09-18 07:15:00,36.8,0.0,14.7,0.0,22.1
126,2021-09-18 07:30:00,51.8488,0.0,22.0,0.0,29.8488
127,2021-09-18 07:45:00,51.9544,0.0,36.7096,0.0,15.2448
128,2021-09-18 08:00:00,33.1,0.0,25.7,0.0,7.4
129,2021-09-18 08:15:00,58.8,0.0,36.7,3.7,18.4
130,2021-09-18 08:30:00,72.3048,0.0,44.4456,5.7592,22.1
131,2021-09-18 08:45:00,121.2,0.0,95.4,3.7,22.1
132,2021-09-18 09:00:00,155.5124,0.0,129.7124,3.7,22.1
133,2021-09-18 09:15:00,126.2812,0.0,106.7744,3.7,15.8068
134,2021-09-18 09:30:00,185.9,50.0,110.1,3.7,22.1
135,2021-09-18 09:45:00,143.866,0.0,113.8,14.7,15.366
136,2021-09-18 10:00:00,139.6,0.0,102.8,25.7,11.1
137,2021-09-18 10:15:00,134.8572,0.0,94.074,26.6812,14.102
138,2021-09-18 10:30:00,144.0552,0.0,96.2552,25.7,22.1
139,2021-09-18 10:45:00,234.482,50.0,127.8232,37.904,18.7548
140,2021-09-18 11:00:00,180.3704,0.0,150.5,25.6704,4.2
141,2021-09-18 11:15:00,202.0732,0.0,168.9732,29.4,3.7
142,2021-09-18 11:30:00,187.0236,0.0,150.2236,33.1,3.7
143,2021-09-18 11:45:00,172.944,0.0,139.4824,30.8896,2.572
144,2021-09-18 12:00:00,128.7,0.0,113.9,14.8,0.0
145,2021-09-18 12:15:00,306.1044,150.0,112.0044,44.1,0.0
146,2021-09-18 12:30:00,178.6192,0.0,114.958,63.6612,0.0
147,2021-09-18 12:45:00,214.014,0.0,123.7564,90.2576,0.0
148,2021-09-18 13:00:00,168.116,0.0,118.6944,49.4216,0.0
149,2021-09-18 13:15:00,209.0408,0.0,149.7,59.3408,0.0
150,2021-09-18 13:30:00,163.552,0.0,111.6128,51.9392,0.0
151,2021-09-18 13:45:00,169.3624,0.0,110.694,58.6684,0.0
152,2021-09-18 14:00:00,169.9604,0.0,99.898,70.0624,0.0
153,2021-09-18 14:15:00,150.8416,0.0,93.6864,57.1552,0.0
154,2021-09-18 14:30:00,150.8956,0.0,107.1,43.7956,0.0
155,2021-09-18 14:45:00,168.4732,0.0,134.966,33.5072,0.0
156,2021-09-18 15:00:00,148.3396,0.0,126.1396,22.2,0.0
157,2021-09-18 15:15:00,197.6568,0.0,149.9048,47.752,0.0
158,2021-09-18 15:30:00,266.0092,0.0,211.274,54.7352,0.0
159,2021-09-18 15:45:00,241.238,0.0,189.738,51.5,0.0
160,2021-09-18 16:00:00,233.592,0.0,192.8456,40.7464,0.0
161,2021-09-18 16:15:00,160.5464,0.0,122.9428,37.6036,0.0
162,2021-09-18 16:30:00,136.9308,0.0,101.7888,35.142,0.0
163,2021-09-18 16:45:00,223.3052,0.0,186.5052,36.8,0.0
164,2021-09-18 17:00:00,275.8,50.0,185.9,36.2,3.7
165,2021-09-18 17:15:00,207.3084,0.0,148.4084,55.2,3.7
166,2021-09-18 17:30:00,174.8276,0.0,117.5912,53.5364,3.7
167,2021-09-18 17:45:00,205.6568,50.0,94.1,57.8568,3.7
168,2021-09-18 18:00:00,174.5604,0.0,124.9,45.9604,3.7
169,2021-09-18 18:15:00,190.1288,0.0,124.0288,62.4,3.7
170,2021-09-18 18:30:00,167.3844,0.0,81.002,82.6824,3.7
171,2021-09-18 18:45:00,201.2112,50.0,51.5,74.0112,25.7
172,2021-09-18 19:00:00,129.4448,0.0,55.2,51.5168,22.728
173,2021-09-18 19:15:00,99.136,0.0,47.2,47.7,4.236
174,2021-09-18 19:30:00,113.9,0.0,66.2,47.7,0.0
175,2021-09-18 19:45:00,135.754,0.0,78.054,57.7,0.0
176,2021-09-18 20:00:00,143.9712,0.0,83.1836,60.7876,0.0
177,2021-09-18 20:15:00,168.848,0.0,106.5,62.348,0.0
178,2021-09-18 20:30:00,176.0848,0.0,111.006,65.0788,0.0
179,2021-09-18 20:45:00,152.2608,0.0,126.7288,25.532,0.0
180,2021-09-18 21:00:00,131.3016,0.0,109.9016,21.4,0.0
181,2021-09-18 21:15:00,133.7192,0.0,106.9368,26.7824,0.0
182,2021-09-18 21:30:00,115.0352,0.0,89.3352,25.7,0.0
183,2021-09-18 21:45:00,99.0504,0.0,73.3504,25.7,0.0
184,2021-09-18 22:00:00,106.4132,0.0,80.7132,25.7,0.0
185,2021-09-18 22:15:00,132.3,0.0,77.2,44.1,11.0
186,2021-09-18 22:30:00,136.0,0.0,77.2,47.8,11.0
187,2021-09-18 22:45:00,136.5728,0.0,78.8588,57.5896,0.1244
188,2021-09-18 23:00:00,87.168,0.0,62.6,24.568,0.0
189,2021-09-18 23:15:00,176.6052,100.0,62.9944,13.6108,0.0
190,2021-09-18 23:30:00,74.194,0.0,59.494,14.7,0.0
191,2021-09-18 23:45:00,95.166,0.0,88.3,6.866,0.0
192,2021-09-19 00:00:00,102.6304,0.0,77.3796,25.2508,0.0
193,2021-09-19 00:15:00,97.7396,0.0,72.0396,25.7,0.0
194,2021-09-19 00:30:00,157.1988,50.0,69.9,37.2988,0.0
195,2021-09-19 00:45:00,107.9912,0.0,63.8912,44.1,0.0
196,2021-09-19 01:00:00,116.0964,0.0,61.2424,54.854,0.0
197,2021-09-19 01:15:00,82.2472,0.0,38.2052,44.042,0.0
198,2021-09-19 01:30:00,69.2,0.0,28.8,40.4,0.0
199,2021-09-19 01:45:00,92.5292,50.0,22.6,19.9292,0.0
200,2021-09-19 02:00:00,47.8,0.0,22.1,25.7,0.0
201,2021-09-19 02:15:00,31.9016,0.0,22.1,9.8016,0.0
202,2021-09-19 02:30:00,36.8,0.0,22.1,14.7,0.0
203,2021-09-19 02:45:00,38.8504,0.0,20.4504,18.4,0.0
204,2021-09-19 03:00:00,55.4916,0.0,37.0916,18.4,0.0
205,2021-09-19 03:15:00,44.1,0.0,25.7,18.4,0.0
206,2021-09-19 03:30:00,47.8,0.0,29.4,18.4,0.0
207,2021-09-19 03:45:00,44.2484,0.0,29.4,14.8484,0.0
208,2021-09-19 04:00:00,44.1,0.0,29.4,14.7,0.0
209,2021-09-19 04:15:00,36.1,0.0,29.4,6.7,0.0
210,2021-09-19 04:30:00,33.1,0.0,29.4,3.7,0.0
211,2021-09-19 04:45:00,33.1,0.0,29.4,3.7,0.0
212,2021-09-19 05:00:00,33.1,0.0,29.4,3.7,0.0
213,2021-09-19 05:15:00,33.1,0.0,29.4,3.7,0.0
214,2021-09-19 05:30:00,36.8,0.0,33.1,3.7,0.0
215,2021-09-19 05:45:00,31.6404,0.0,16.9404,3.7,11.0
216,2021-09-19 06:00:00,97.8,50.0,33.1,3.7,11.0
217,2021-09-19 06:15:00,36.2692,0.0,21.5692,3.7,11.0
218,2021-09-19 06:30:00,22.1,0.0,7.4,3.7,11.0
219,2021-09-19 06:45:00,32.1512,0.0,7.4,3.7,21.0512
220,2021-09-19 07:00:00,38.6568,0.0,4.5696,1.0872,33.0
221,2021-09-19 07:15:00,39.206,0.0,0.0,0.0,39.206
222,2021-09-19 07:30:00,33.0,0.0,0.0,0.0,33.0
223,2021-09-19 07:45:00,55.0,0.0,11.0,0.0,44.0
224,2021-09-19 08:00:00,88.0,0.0,44.0,0.0,44.0
225,2021-09-19 08:15:00,97.042,0.0,53.042,0.0,44.0
226,2021-09-19 08:30:00,95.7824,0.0,47.7,0.0,48.0824
227,2021-09-19 08:45:00,113.7,0.0,47.7,0.0,66.0
228,2021-09-19 09:00:00,168.8,0.0,102.8,0.0,66.0
229,2021-09-19 09:15:00,158.7412,0.0,99.3076,0.0,59.4336
230,2021-09-19 09:30:00,163.0804,0.0,91.8,11.0,60.2804
231,2021-09-19 09:45:00,190.3668,0.0,139.222,11.0,40.1448
232,2021-09-19 10:00:00,198.3,0.0,165.3,11.0,22.0
233,2021-09-19 10:15:00,190.4736,0.0,143.3,33.0,14.1736
234,2021-09-19 10:30:00,213.8436,0.0,168.3928,44.0,1.4508
235,2021-09-19 10:45:00,228.3428,0.0,198.3,30.0428,0.0
236,2021-09-19 11:00:00,214.4452,0.0,203.4452,11.0,0.0
237,2021-09-19 11:15:00,263.5624,0.0,237.8624,25.7,0.0
238,2021-09-19 11:30:00,257.1196,0.0,231.4196,25.7,0.0
239,2021-09-19 11:45:00,273.9148,0.0,215.2148,36.7,22.0
240,2021-09-19 12:00:00,278.5216,50.0,158.8216,47.7,22.0
241,2021-09-19 12:15:00,247.5848,0.0,182.9,52.6184,12.0664
242,2021-09-19 12:30:00,260.666,0.0,201.966,47.7,11.0
243,2021-09-19 12:45:00,240.2844,0.0,165.7,63.5844,11.0
244,2021-09-19 13:00:00,244.4396,0.0,163.3792,73.4976,7.5628
245,2021-09-19 13:15:00,272.0248,0.0,210.0296,61.9952,0.0
246,2021-09-19 13:30:00,244.608,0.0,185.908,47.7,11.0
247,2021-09-19 13:45:00,287.7804,0.0,181.3804,95.4,11.0
248,2021-09-19 14:00:00,264.2216,0.0,166.652,86.5696,11.0
249,2021-09-19 14:15:00,235.602,0.0,144.0972,80.5048,11.0
250,2021-09-19 14:30:00,220.7504,0.0,125.2504,84.5,11.0
251,2021-09-19 14:45:00,189.9636,0.0,105.6808,82.6192,1.6636
252,2021-09-19 15:00:00,190.5968,0.0,67.774,122.8228,0.0
253,2021-09-19 15:15:00,177.3656,0.0,73.5,103.8656,0.0
254,2021-09-19 15:30:00,206.4596,0.0,136.842,69.6176,0.0
255,2021-09-19 15:45:00,165.148,0.0,110.048,55.1,0.0
256,2021-09-19 16:00:00,193.1676,0.0,116.102,77.0656,0.0
257,2021-09-19 16:15:00,232.9616,50.0,80.2064,102.7552,0.0
258,2021-09-19 16:30:00,194.3904,0.0,98.9904,95.4,0.0
259,2021-09-19 16:45:00,165.1368,0.0,86.5116,78.6252,0.0
260,2021-09-19 17:00:00,141.0692,0.0,100.21,40.8592,0.0
261,2021-09-19 17:15:00,145.8696,0.0,110.3,35.5696,0.0
262,2021-09-19 17:30:00,199.0728,50.0,108.6728,40.4,0.0
263,2021-09-19 17:45:00,176.5276,0.0,122.7644,53.7632,0.0
264,2021-09-19 18:00:00,175.5648,0.0,124.5052,51.0596,0.0
265,2021-09-19 18:15:00,149.336,0.0,114.4772,34.8588,0.0
266,2021-09-19 18:30:00,193.1312,50.0,91.9932,51.138,0.0
267,2021-09-19 18:45:00,160.7948,0.0,102.8,57.9948,0.0
268,2021-09-19 19:00:00,189.8796,0.0,122.1508,67.7288,0.0
269,2021-09-19 19:15:00,179.9556,0.0,125.2544,54.7012,0.0
270,2021-09-19 19:30:00,193.2392,0.0,135.8,57.4392,0.0
271,2021-09-19 19:45:00,186.27,0.0,116.0548,70.2152,0.0
272,2021-09-19 20:00:00,139.2916,0.0,86.8752,52.4164,0.0
273,2021-09-19 20:15:00,123.8016,0.0,61.4016,62.4,0.0
274,2021-09-19 20:30:00,128.5752,0.0,44.1752,84.4,0.0
275,2021-09-19 20:45:00,101.4168,0.0,30.5452,70.8716,0.0
276,2021-09-19 21:00:00,68.1356,0.0,29.4,38.7356,0.0
277,2021-09-19 21:15:00,53.7,0.0,25.7,28.0,0.0
278,2021-09-19 21:30:00,83.4536,50.0,25.7,7.7536,0.0
279,2021-09-19 21:45:00,33.5548,0.0,22.5548,11.0,0.0
280,2021-09-19 22:00:00,62.528,0.0,18.528,44.0,0.0
281,2021-09-19 22:15:00,61.1364,0.0,14.7,46.4364,0.0
282,2021-09-19 22:30:00,52.3924,0.0,18.4,33.9924,0.0
283,2021-09-19 22:45:00,50.8,0.0,10.4,40.4,0.0
284,2021-09-19 23:00:00,68.5624,0.0,29.4,39.1624,0.0
285,2021-09-19 23:15:00,78.1044,0.0,48.7044,29.4,0.0
286,2021-09-19 23:30:00,91.8,0.0,47.7,44.1,0.0
287,2021-09-19 23:45:00,80.8,0.0,36.7,44.1,0.0
288,2021-09-20 00:00:00,103.3212,0.0,58.7,44.6212,0.0
289,2021-09-20 00:15:00,80.308,0.0,43.508,36.8,0.0
290,2021-09-20 00:30:00,57.8,0.0,22.0,35.8,0.0
291,2021-09-20 00:45:00,51.5,0.0,14.7,36.8,0.0
292,2021-09-20 01:00:00,47.8,0.0,14.7,33.1,0.0
293,2021-09-20 01:15:00,38.6652,0.0,14.7,23.9652,0.0
294,2021-09-20 01:30:00,47.8,0.0,14.7,33.1,0.0
295,2021-09-20 01:45:00,47.8,0.0,14.7,33.1,0.0
296,2021-09-20 02:00:00,44.0952,0.0,10.9952,33.1,0.0
297,2021-09-20 02:15:00,33.4684,0.0,0.3684,33.1,0.0
298,2021-09-20 02:30:00,23.9652,0.0,0.0,23.9652,0.0
299,2021-09-20 02:45:00,15.6168,0.0,0.0,15.6168,0.0
300,2021-09-20 03:00:00,14.7,0.0,0.0,14.7,0.0
301,2021-09-20 03:15:00,14.7,0.0,0.0,14.7,0.0
302,2021-09-20 03:30:00,11.5044,0.0,0.0,11.5044,0.0
303,2021-09-20 03:45:00,0.5,0.0,0.0,0.5,0.0
304,2021-09-20 04:00:00,14.7,0.0,3.7,0.0,11.0
305,2021-09-20 04:15:00,3.8088,0.0,3.7,0.0,0.1088
306,2021-09-20 04:30:00,3.7,0.0,3.7,0.0,0.0
307,2021-09-20 04:45:00,7.4,0.0,3.7,3.7,0.0
308,2021-09-20 05:00:00,7.4,0.0,3.7,3.7,0.0
309,2021-09-20 05:15:00,7.4,0.0,3.7,3.7,0.0
310,2021-09-20 05:30:00,11.1,0.0,7.4,3.7,0.0
311,2021-09-20 05:45:00,33.2,0.0,14.8,3.7,14.7
312,2021-09-20 06:00:00,47.9,0.0,18.5,3.7,25.7
313,2021-09-20 06:15:00,80.872,0.0,18.5,3.7,58.672
314,2021-09-20 06:30:00,132.3916,0.0,51.5,22.1916,58.7
315,2021-09-20 06:45:00,131.8448,0.0,59.444,2.7008,69.7
316,2021-09-20 07:00:00,184.1284,0.0,88.2,0.0,95.9284
317,2021-09-20 07:15:00,223.6556,0.0,117.5604,0.0,106.0952
318,2021-09-20 07:30:00,265.7936,0.0,126.3936,0.0,139.4
319,2021-09-20 07:45:00,292.8744,0.0,128.6468,0.0,164.2276
320,2021-09-20 08:00:00,316.6616,0.0,130.0656,0.0,186.596
321,2021-09-20 08:15:00,320.7928,0.0,139.8856,0.0,180.9072
322,2021-09-20 08:30:00,341.4532,0.0,152.1572,0.0,189.296
323,2021-09-20 08:45:00,340.1544,0.0,137.6968,3.7,198.7576
324,2021-09-20 09:00:00,284.6868,0.0,131.8812,2.7488,150.0568
325,2021-09-20 09:15:00,256.0132,0.0,120.3068,0.0,135.7064
326,2021-09-20 09:30:00,212.606,0.0,76.606,0.0,136.0
327,2021-09-20 09:45:00,205.166,0.0,80.8,3.7,120.666
328,2021-09-20 10:00:00,185.8116,0.0,69.8,3.7,112.3116
329,2021-09-20 10:15:00,195.2472,0.0,81.2472,3.7,110.3
330,2021-09-20 10:30:00,152.9684,0.0,46.1092,7.4,99.4592
331,2021-09-20 10:45:00,184.7168,0.0,59.9748,7.4,117.342
332,2021-09-20 11:00:00,151.4768,0.0,47.8,7.4,96.2768
333,2021-09-20 11:15:00,178.8328,0.0,83.2328,3.7,91.9
334,2021-09-20 11:30:00,163.4116,0.0,89.7248,3.7,69.9868
335,2021-09-20 11:45:00,171.1964,0.0,110.1,3.7,57.3964
336,2021-09-20 12:00:00,151.616,0.0,109.4052,3.7,38.5108
337,2021-09-20 12:15:00,290.4364,150.0,88.9644,14.572,36.9
338,2021-09-20 12:30:00,157.148,0.0,117.1464,3.1016,36.9
339,2021-09-20 12:45:00,161.8,0.0,113.8,11.1,36.9
340,2021-09-20 13:00:00,203.4528,0.0,107.7528,36.8,58.9
341,2021-09-20 13:15:00,221.5,0.0,128.5,40.5,52.5
342,2021-09-20 13:30:00,213.6628,0.0,114.036,48.1268,51.5
343,2021-09-20 13:45:00,186.2156,0.0,87.3864,59.8924,38.9368
344,2021-09-20 14:00:00,149.8772,0.0,77.1,51.5,21.2772
345,2021-09-20 14:15:00,132.9764,0.0,66.6764,51.5,14.8
346,2021-09-20 14:30:00,133.1712,0.0,66.406,51.9652,14.8
347,2021-09-20 14:45:00,158.762,0.0,75.2944,57.6676,25.8
348,2021-09-20 15:00:00,202.4508,0.0,91.1956,74.4552,36.8
349,2021-09-20 15:15:00,193.616,0.0,108.2724,59.8292,25.5144
350,2021-09-20 15:30:00,186.6848,0.0,136.8448,43.4848,6.3552
351,2021-09-20 15:45:00,205.5368,0.0,165.6332,36.2036,3.7
352,2021-09-20 16:00:00,175.2432,0.0,109.0432,62.5,3.7
353,2021-09-20 16:15:00,158.8276,0.0,97.5076,57.62,3.7
354,2021-09-20 16:30:00,132.928,0.0,90.5,38.728,3.7
355,2021-09-20 16:45:00,157.346,0.0,92.0628,64.734,0.5492
356,2021-09-20 17:00:00,222.6748,0.0,178.4,44.2748,0.0
357,2021-09-20 17:15:00,234.882,0.0,194.666,40.216,0.0
358,2021-09-20 17:30:00,213.6552,0.0,132.8552,69.8,11.0
359,2021-09-20 17:45:00,226.558,0.0,142.5564,73.0016,11.0
360,2021-09-20 18:00:00,197.5256,0.0,106.5864,79.9392,11.0
361,2021-09-20 18:15:00,225.2664,0.0,91.7396,122.5268,11.0
362,2021-09-20 18:30:00,217.7812,0.0,83.166,123.6152,11.0
363,2021-09-20 18:45:00,186.262,0.0,78.5612,96.7008,11.0
364,2021-09-20 19:00:00,173.818,0.0,88.5044,74.3136,11.0
365,2021-09-20 19:15:00,170.0372,0.0,104.6388,54.3984,11.0
366,2021-09-20 19:30:00,203.2684,0.0,151.8,40.4684,11.0
367,2021-09-20 19:45:00,195.4508,0.0,159.26,34.4868,1.704
368,2021-09-20 20:00:00,128.6696,0.0,104.152,24.5176,0.0
369,2021-09-20 20:15:00,168.3456,0.0,126.5136,41.832,0.0
370,2021-09-20 20:30:00,194.6036,0.0,139.6,55.0036,0.0
371,2021-09-20 20:45:00,215.9668,0.0,162.3376,53.6292,0.0
372,2021-09-20 21:00:00,245.1284,50.0,140.0284,55.1,0.0
373,2021-09-20 21:15:00,170.3168,0.0,99.5228,70.794,0.0
374,2021-09-20 21:30:00,148.9956,0.0,105.6,43.3956,0.0
375,2021-09-20 21:45:00,269.966,150.0,88.4536,31.5124,0.0
376,2021-09-20 22:00:00,136.3372,0.0,106.8624,29.4748,0.0
377,2021-09-20 22:15:00,113.9624,0.0,81.5624,32.4,0.0
378,2021-09-20 22:30:00,128.5316,0.0,110.034,18.4976,0.0
379,2021-09-20 22:45:00,140.2108,0.0,111.34,28.8708,0.0
380,2021-09-20 23:00:00,118.3228,0.0,92.6228,25.7,0.0
